0,timestamp,target
"this bipolar shit is really fucking with me got me sitting in my room, in the dark, listening to music with my phone on dnd",2019-02-25 22:52:45+00:00,-1
"i hate that iam bipolar , &amp; that i get irritated fast asff",2019-02-25 22:50:33+00:00,-1
week if i sleep righ,2019-02-25 22:50:14+00:00,0
"nurse took my blood pressure and pulse first. very concerned, ""these are very high, are you okay?"" ""yeah. the last month has been hell"" moves on to mental health (since they have that in my chart i am bipolar)",2019-02-25 22:50:06+00:00,-1
"probably the history of having her daughter diagnosed. both those parents need to reset. what i have an issue with in this episode is the mom seems manic (diagnosed bipolar) and totally exhausted. she needs help, this seems more like shaming",2019-02-25 22:45:13+00:00,1
my man reminded me my period is coming and that explains why im so achey and sad / bipolar .... hes learning the dates i had completely forgo,2019-02-25 22:39:58+00:00,-1
"i have bipolar as well and i am so incredibly sorry for all you're going through. it's so hard. praying for you, not just to get stable but for lost hopes and dreams. sometimes that's the hardest part",2019-02-25 22:38:53+00:00,1
people make jokes on here all the time about it but having bipolar depression literally cripples me every fucking day i wish it wouldnt be used and thrown around so easy on this ap,2019-02-25 22:34:10+00:00,1
"guys im really sick. im too tired to get into it here but suffice to say, a bad thing happened and my doc wants me to take a leave of absence from grad school. plus lots of med changes. intense oversight. its basically hospital at home rn. bipolar is a terrible monster an",2019-02-25 22:34:04+00:00,-1
"out of all my shit, getting jerked around by my bipolar is the wors",2019-02-25 22:10:00+00:00,-1
"i wonder how my nigga put up with me, cause sheeesh im bipolar",2019-02-25 21:44:17+00:00,0
"its degrees in san diego rn not sure who is the most bipolar here, the weather or me . quade graus celsius agora em san diego e essa ltima semana chegou at nevar. estou na",2019-02-25 21:33:58+00:00,-1
"hi, if u make jokes abt things being bipolar u owe me $. not everyone who suffers from the illness is like that &amp; its rude &amp; dehumanizing to those that do have intense mood swings. its an exhausting disorder &amp; deserves more respect &amp; undestanding than a cheap joke",2019-02-25 21:28:24+00:00,-1
bipolar ass weather got me sick again,2019-02-25 21:21:52+00:00,-1
theyre bipolar lol they get normal then big . but i want some bralettes. i have wearing bras but i need support,2019-02-25 20:59:31+00:00,1
wow bipolar is rough so sorry love i have moderate anxiety and mild depression with oc,2019-02-25 20:37:09+00:00,1
my besto looked so good i almost raped him i told yall call me mrs.robert kell,2019-02-25 20:24:09+00:00,-1
"yo, anyone want bipolar disorder? i'm putting mine up for sale. it's free. first come first serve, no holds. porch pick up or i'll meet you somewhere. i'm just tired of it and want it gone. thanks in advance",2019-02-25 20:21:14+00:00,0
"jajajaja soy re bipolar tipo te re extraaba,te necesitaba y ahora que recien me hablas me dan ganas de mandarte a la mierda por alejarte jajaja. pd:te amo",2019-02-25 20:19:33+00:00,0
"this is what i imagine a manic episode of bipolar disorder feels like. idk why i feel invincible. i can do anything, be anything. im the shit",2019-02-25 20:19:22+00:00,1
i think i wanna go back to school,2019-02-25 19:51:34+00:00,0
"mission valley is so beautiful today, i shouldnt have worn a sweater but idk with san diegos bipolar ass weathe",2019-02-25 19:47:28+00:00,-1
matts really good to me. hoping i pull out of this spiral pretty quickly since i have shit to do. i suppose the plus side of bipolar is that i know this wont last forever,2019-02-25 19:42:44+00:00,1
if he talks about his wifes asshole or being bipolar... i might lose my shi,2019-02-25 19:41:40+00:00,-1
"considering oneself to be an adherent of opposing ideologies would make him ... what ... bipolar ? ... schizophrenic? that takes doublethink to the nth level. i never said you were a spaniard, someone else in that thread maybe. i said ""man from spain",2019-02-25 19:39:19+00:00,0
"hace aos una bipolar-mitmana hizo bullying en redes difamndome y hasta intentar con mi pareja de ese entonces. todo porque tena su radio online pero no tena talento. en ese momento me revent, me sent muy mal, no le contest, el tiempo se encarg de ponerla en su sitio",2019-02-25 19:24:35+00:00,-1
", i know exactly what you mean! i have bipolar i disorder, the most severe form of the disease, &amp; i've tried calling nami for help many times, only to be told there was nothing they could do to help me! felt like i'd wasted both our time... but when they want my $..",2019-02-25 18:43:07+00:00,1
i need some new gfs who can put up with my bipolar self,2019-02-25 18:40:47+00:00,0
"just cuz i fuck with you, dont mean i fuck with you bitch im bipolar!!!",2019-02-25 18:38:40+00:00,-1
"all the ones i know have temper problems / bipolar, their selfish, all for self",2019-02-25 18:38:15+00:00,-1
id assume bipolar with how convos go. if he didnt spam me messages from accounts id be ok but ill wake up to like message,2019-02-25 18:27:55+00:00,1
avoiding triggers is something i need to definitely work on. often i fall into the same pitfalls and traps set up what channel or vids are you watching? i have bipolar disorder so i'm always looking for any suggestions,2019-02-25 18:25:25+00:00,-1
the bipolar in me is coming out tonight,2019-03-30 23:50:10+00:00,0
"hello julia, i'm an it manager w/ devops/automation experience (elastic elk) not an elastic employee. just interested in applications w/ suicide prevention in mind. not medical researcher either. i am a bipolar it who has lost friends to suicide. i am looking for ways to hel",2019-03-30 23:44:07+00:00,-1
none of you bitches got me a gift for world bipolar day,2019-03-30 23:42:46+00:00,1
nothing makes me feel more bipolar than a cardinals-brewers matchup,2019-03-30 23:39:35+00:00,0
maurice you make me feel a reason to be proud of myself for fighting and taking care of my mom thru her bipolar until she passed thank you again for being an advocate for mental healt,2019-03-30 23:36:35+00:00,1
"oh snap! is today world bipolar day? i dont have a grand statement tm. im just kissing my shoulders, blessing my past selves who thought theyd never know me &amp; in constant awe of my braineighbors so dynamic, nuanced &amp; resilient happy us day! thank you, i love you, all ways",2019-03-30 23:35:04+00:00,1
"tyler anderson and his bipolar pitching will never stop. the need to move on and give another guy a shot. my suggestion jeff hoffman. hasnt looked good of late, but hes got what it takes and has got the velocity needed...",2019-03-30 23:27:45+00:00,0
"only in indiana, where our weather is bipolar, literally . i went into church and it was degrees, and when i came out my car was covered with snow. it looks",2019-03-30 23:25:27+00:00,0
can we please retire the world bipolar as being a fun thing people say online or in movies or whatever... i actually had a boss at a job i just started in a meeting call someone bipolar because they were changing their mind alot. she was an awful boss,2019-03-30 23:22:42+00:00,1
i had a boss once tell me 'all you have to do is take your medicine and you'll be fine' because thats 'all my neighbor does and hes great'... still dont know why i ever told him i had bipola,2019-03-30 23:21:33+00:00,1
"im sooo bipolar, i feel bad for anyone who has to deal with me when i got my mood swing",2019-03-30 23:21:01+00:00,-1
thank you maurice for all your work with mental illness. you have been an inspiration for my daughter helenyour bipolar storyline hit home just when we needed it,2019-03-30 23:09:17+00:00,1
"my wife helen was bipolar. in her manic moments, she would fly into intense rages. other days, shed get out of bed m, take her meds, and go back to bed. she died years ago. i miss her a lot",2019-03-30 23:06:28+00:00,-1
"thrive global published an excerpt of my upcoming book the bipolar addict: drinks, drugs, delirium &amp; why sober is the new cool. have a sneak peek at chapter one.",2019-03-30 23:05:05+00:00,1
"today is , and i want to talk about self-care. im living with bipolar disorder, it creates a balancing act of anxiety and depression that ive become accustomed to living with...",2019-03-30 23:02:41+00:00,-1
"i'm not bipolar, but i've known a few people that are. there isn't much i can do but just know you are loved even when everything feels like it's crashing down around you",2019-03-30 23:02:37+00:00,1
"i write openly about my bipolar and mental health issues, my pot smoking, my interest in bdsm, poly, alternative lifestyles, and don't lose (much) income as a freelancer because of it.",2019-03-30 23:02:00+00:00,1
it's been wonderful. i loved seeing everyone come out of the woodwork to talk about bipolar. i would feel like the community was so outnumbered by other dx like borderline bc they're always posting,2019-03-30 23:00:29+00:00,1
"i have bipolar disorder. i also have friends, family, education, intelligence, compassion, a kind heart, and value as a person. im trying my hardest.",2019-03-30 22:41:41+00:00,1
what i wish the world knew about bipolar disorder - bphope,2019-03-30 22:41:00+00:00,0
"umm.. you do realize i have been diagnosed autistic, bipolar, and schizophrenic.. right",2019-03-30 22:40:08+00:00,0
today i want to thank my husband mike for his love and years of support! years of marriage this july. years ago my bipolar disorder postpartum was discovered and no one person has been a greater help to me! all my love dearest friend and my husband,2019-03-30 22:36:00+00:00,1
"living in indiana is the actual worst because the weather is bipolar as hell and never fails to turn to shit as soon as i make plans. for example, it's almost april and it's snowing. like wtf. indiana, get your shit together. please",2019-03-30 22:35:13+00:00,-1
am i the only one who is notices but is it just me or some people on call of duty ares very much bipolar one second or like hi how are you the other one was like i hate hate you beep beep people are nuts,2019-03-30 22:28:02+00:00,-1
age: age of correct diagnosis: type of bipolar: bipolar i country: usa,2019-03-30 22:07:44+00:00,0
"to those who live with a mood disorder, i care about you. to everybody else, here is what to know.",2019-03-30 22:06:38+00:00,1
"i have bipolar ii disorder, so i dont get feelings of grandiosity, but everything else applies. its super important that people understand what this looks like so they can display empathy (or recognize these traits in themselves if they may be present).",2019-03-30 22:04:41+00:00,1
"current age at dx (psychotic break) lifelong depression, irritability, with periods of atypical behavior i once broke into song at work about how much i hated my job, and always anxious schizoaffective, bipolar type us",2019-03-30 22:02:31+00:00,-1
"i am bipolar. i have mania, depression, paranoia, mixed episodes. but i am strong. i was told id never graduate because of my mental illness. but guess what? i proved them all wrong. proof you can do anything if you set your mind to it. i am proud of myself.",2019-03-30 22:00:52+00:00,-1
"i do, actually, because i have a very close friend who has a mental illness, and i know how people can be about it. remember- you aren't bipolar, you have bipolar. a diagnosis is what you have, not who you are",2019-03-30 21:59:06+00:00,1
"it's . one of the many reasons will always be my hero is she was an unflappable advocate for , all while living with . may we all strive to keep working to . carrie, we'll make you proud!",2019-03-30 21:53:26+00:00,1
white dress pink flowers and black and blue or black and red idk but white and pink mine idk his,2019-03-30 21:52:53+00:00,-1
today is world bipolar day. all i really have to say is that once i was talking with this girl i was maybe interested in and she called somebody she used to know and didn't like bipolar in the nastiest most ignorant way and it kinda destroyed any attraction i had,2019-03-30 21:48:30+00:00,-1
it wouldn't be taylor's birthday without me having a bipolar meltdown,2019-03-30 21:46:21+00:00,0
sometimes i think im bipolar,2019-03-30 21:36:19+00:00,0
bipolar daily goals take meds talk to neighbor for minutes eat write edit i'm so ready for a nap but i can't.,2019-03-30 21:35:02+00:00,1
current - age of correct diagnosis - i have bipolar usa,2019-03-30 21:32:50+00:00,0
ima light bipolar ass nigga i needa work onnat. lo,2019-03-30 21:29:07+00:00,-1
season made me feel bipolarwith off and on crying and laughing,2019-03-30 21:20:38+00:00,0
having disorder feels like people dont see me or take my symptoms seriously. im ignored exhuberance. shame. creativity. i wish i got treatment years ago.,2019-03-30 21:17:44+00:00,-1
"i am not a stigma. i am a person. a person who happens to have disorder. my illness doesnt define me but it does contribute to my demeanor. i dont see our hindrances as flaws, i see them as superpowers.",2019-03-30 20:58:19+00:00,-1
any fellow bipolar peeps got some tips on managing mania? x.x it's becoming increasingly more difficult to handle it but i can't get in to see my doc on a med change for a few weeks,2019-03-30 20:56:30+00:00,-1
world bipolar day what i wish the world knew about bipolar disorder,2019-03-30 20:52:10+00:00,0
bipolar disorder affects over million people worldwide and as someone who has watched those i love suffer in silence i vow to forever raise my voice in awareness in hopes of silencing the shame often associated with mental health .,2019-03-30 20:37:23+00:00,-1
apparently it's world bipolar day! i didn't know this was a thing. here's a face with bipolar . it's a pain in the ass but manageable. i'm lucky enough to have a partner that understands it and tries to help instead of getting frustrated with me when i hit a low.,2019-03-30 20:34:55+00:00,-1
excerpt of my poem on bipolar disorder,2019-03-30 20:11:16+00:00,-1
"happy world bipolar day! please post pics and tags with in solidarity for all those who suffer from this illness. i have come a long way with this ailment, and look forward to all thats to come",2019-03-30 20:09:40+00:00,1
"confession: ia highly motivated boss lady and sometime i have a hard time getting out of bed. not in a ""haha"" funny lazy way, but in a depressed bipolar way. have patience with yourself. your bad days dondefine you. you hit it hard another day .",2019-03-30 20:07:00+00:00,-1
"today is world bipolar day. if you can, visit a site or ask a question of someone with bipolar. who knows what youll learn? my journey has been one of thrills and spills, but i am still here.",2019-03-30 20:03:44+00:00,1
im so grateful for you sharing your story with us all you helped me get my son diagnosed with bipolar disorder and you gave a name to my mothers craziness and abuse thanks to you sharing your life i will definitely be there for your journey,2019-03-30 19:58:01+00:00,1
im really tired of the bipolar people in my life. yall annoying asf,2019-03-30 19:50:04+00:00,-1
"siri, show me what bipolar weather looks like",2019-03-30 19:49:56+00:00,1
thats hard my sister has bipolar w psychotic figure,2019-03-30 19:49:40+00:00,-1
mannn he told me hell never leave me alone but he bipolar asf so who knows,2019-03-30 19:35:59+00:00,-1
"being a and doesn't define me, im a son, a brother, a friend. im a good listener, im empathetic, im caring and loving. im loyal and im trustworthy. i can be annoying but also funny. i am more than just bipolar and queer... i am me.",2019-03-30 19:33:36+00:00,1
"time for me to break away from twitter &amp; spend the rest of my day managing my bipolar disorder w/my various activities. a few weekends ago i was snow-mobiling (see pic below) &amp; today will be inside. peace, light &amp; love to you all!",2019-03-30 19:29:00+00:00,1
"i read that bipolar and bpd often go hand in hand. not sure. i had a bipolar friend swing golf clubs at her apt. manager, and another with bpd chase a car that left a club because they were playing their music too loud. neither have arrests that i know of",2019-03-30 19:27:09+00:00,1
its bipolar awareness day! bipolar is very misunderstood and tends to be forgotten by the general public. i have a fact sheet here with some general information. please take a minute to do some research for a better understanding of the disorder!,2019-03-30 19:25:35+00:00,-1
"having suffered with this for many years and not knowing what the hell was wrong with me, i am proud of myself for getting the help i needed. being bipolar doesnt define me but it is a part of me. im not ashamed to say that either.",2019-03-30 19:25:10+00:00,0
"to : medication must work a certain way, i must be getting sleep (so rare), life cant be stressing me, and ptsd cant be acting up, and then i need the time in between managing my people. bipolar sucks but sometimes helps* what holds you back? curious.",2019-03-30 19:24:05+00:00,1
currently diagnosed at bipolar i usa,2019-03-30 19:23:03+00:00,0
"in support of all diagnosed bipolar, i am observing today.",2019-03-30 19:18:10+00:00,1
i can understand that. i'm currently having a bipolar depression swing. i thought it was a bpd roller coaster ride for a few days but this has been going on for weeks. has it just been today or has it been a few days for you,2019-03-30 19:17:33+00:00,-1
current age age of dx maybe or later. not sure. found out in for sure when i had labs done bipolar usa,2019-03-30 19:16:23+00:00,-1
"i wrote an article discussing the different types and symptoms of bipolar disorder. i hope you find it helpful whether you live with bipolar, are a loved one of someone with bipolar or just curious.",2019-03-30 19:14:57+00:00,1
i'm still hiding my diagnosis because of fear of being discriminated against at work...,2019-03-30 19:14:03+00:00,-1
its today and i just wanna give a shout out to others dealing with this. i never really talk about my bipolar or bpd that much but i think it needs to be talked about more. remember you arent alone and im always here for anyone struggling with thi,2019-03-30 19:12:01+00:00,-1
"aidan, long term management of bipolar disorder has been my focus. the side effect profile was too much for me to live with. as a side note, i found out i'm about % irish!",2019-03-30 19:10:26+00:00,-1
im bipolar &amp; i believe whatever i come up with,2019-03-30 19:10:12+00:00,0
i cannot stand a fucken more bipolar person as much as my dad,2019-03-30 19:07:36+00:00,0
"its i was diagnosed with depression as a teen, and eventually with bipolar ii a couple of years into college. now ending the stigma around mental illness is",2019-03-30 19:02:39+00:00,-1
how i cope with my partner's . new. || ==,2019-03-30 19:00:13+00:00,0
there are a lot of us out here as you mentioned. i'm here if you ever need to talk. i am here to help support you when you need it. i also have bpd and bipolar disorder,2019-03-30 18:59:50+00:00,1
bipolar i usa,2019-03-30 18:56:47+00:00,0
"i'm talking with my pdoc about possible things to help with my bipolar cognition crap. we may start experimenting with various things if i'm still having difficulties next appointment. as for caffeine, i don't derive any benefits from it; i just take it because high tolerance",2019-03-30 18:56:05+00:00,-1
random but today is so thats nice?? but yeah im bipolar and it f***ing sucks sometimes but has also made me a much stronger perso,2019-03-30 18:48:37+00:00,1
"today is . to all those living with : you are more than your diagnosis. i am a mother, wife, writer, mental health advocate.",2019-03-30 18:42:45+00:00,0
"bipolar freestyle (feat. mbk luck, mbk jerz) just dropped im going back to back link in my bio too far gone",2019-03-30 18:39:12+00:00,1
im bipolar asf and its proven. so its either you fwm or you dont and if you dont i could really care les,2019-03-30 18:37:53+00:00,1
"thank you so much for your support! i hope everyone is having a terrific weekend! if anyone is looking for a great new book to read about living and coping with , may i suggest one?",2019-03-30 18:37:20+00:00,1
introducing new colors!! and accessories! since this texas weather is bipolar i went own ahead and snatched up a long sleeve and while i was at it a bandanna too!,2019-03-30 18:32:59+00:00,0
i just want tobi to be able to.heal and keep fighting her ofal bipolar and be here with us cause she's 's very special. i've had a lot of heart to hesrt talks with her and she's always honest and her to support me anyway she can and help other's,2019-03-30 18:31:51+00:00,1
at first: i finally found answers to my questions-relief. now: bipolar is plain hard to manage but it can be done. it took years to get where i am now-i'm grateful for each day i have breath in my lungs. i'm grateful to know people like you erez and everyone battling each day.,2019-03-30 18:30:03+00:00,1
"in other news, the sun is back out here at dudy noble. i thought bipolar weather was an indiana thing. turns out it also exists in mississipp",2019-03-30 18:29:58+00:00,1
"i was absolutely relieved! being catholic and all that goes with it, i was thinking at times i was ""possessed""..i know how that sounds. until i knew that bipolar was my issue, i had no idea what was going on. education is crucial, critical and will help to end the stigma!",2019-03-30 18:26:51+00:00,1
"genetics decide -80% who will have which explains a lot about why my bipolar half-siblings committed , a devastating fact to live with. people must speak out about these issues to help stop the stigma of conditions related to .",2019-03-30 18:23:40+00:00,-1
"also for , i recommend subscribing to youtube channel, ""bipolar stuff in the shack with john and maggie!"" some of the must helpful videos:",2019-03-30 18:15:12+00:00,1
"from our executive editor while bipolar often feels like my adversary, ive spent much of the last year defending and explaining my illness.",2019-03-30 18:15:07+00:00,-1
"has anyone noticed how weird and bipolar the weather is around here? i mean, i remember it was snowing one day and then next day was really warm... its like that where i live too but the only difference is that it doesnt snow here",2019-03-30 18:13:11+00:00,1
i have bipolar disorder &amp; i was a beautiful bride! (pi day ),2019-03-30 18:10:11+00:00,1
"for , i want to share a book i love by called ""not just up and down."" if you have bipolar or love someone who does, follow john!",2019-03-30 18:10:09+00:00,1
"""my wife has bipolar disorder, and shea bed hog just likes yours..."" -matthew, my husband and partner in crime (pi day )",2019-03-30 18:08:41+00:00,-1
"agree the stigma and fear associated with needs to be addressed. i was dangerous due to my bipolar, but i sought treatment and successfully manage my bipolar one. we dont have to be scared or ashamed, we can find stability!!!",2019-03-30 18:06:07+00:00,-1
this bipolar ass weather in kc boah i tell you,2019-03-30 18:05:57+00:00,-1
"i wasnofficially diagnosed as bipolar type until i started seeing my current doctor. my previous doctor told me i was ""a little bit of everything."" i didneven realize i was having mania because i thought that was how ""normal"" people were supposed to feel",2019-03-30 17:42:18+00:00,0
happy to my friends and anyone else whose moods are sometimes unpredictable and occasionally extreme,2019-03-30 17:42:01+00:00,1
a vacation to visit my best friend in florida. weve been best friends since . we havent seen each other for years. she has bipolar disorder and i always worry about her. we write to each other &amp; talk on the phone when we can. i always pray that god keeps her safe,2019-03-30 17:38:29+00:00,1
things i can do with bipolar disorder: raise a family be in a healthy relationship learn to manage my illness things i cannot do: control how my brain produces neurotransmitters,2019-03-30 17:35:22+00:00,-1
walking away from my down days like . . . . . . . . . .,2019-03-30 17:33:19+00:00,1
wait its world bipolar day? thats a thing? awesome let me just get in the spirit (has a mixed episode,2019-03-30 17:28:00+00:00,1
can be a challenge to manage but not impossible. ive worked with lots of amazing people who have dealt with bipolar and handled it well. i admire them and their families. its definitely not easy but it can be done.,2019-03-30 17:19:32+00:00,1
"with bipolar we have times where we cant get out of bed, shower, or care. what i hear in cover is, time to get up, shower, put on your smile and start over. the good days are coming back",2019-03-30 17:18:15+00:00,1
got my tix! this is my th concert. i missed the last one due to surgery. music has helped me so many times that has taken hold. and several songs are on my and really get me in the right,2019-03-30 17:14:13+00:00,-1
if you need a reminder that the bad days arent permanent turn this on. cover of this song reminds me that my bipolar downs are temporary. the good days may leave but they always come back. you can only hear this on youtube. atlantic city cover by whitey,2019-03-30 17:13:47+00:00,-1
can i ask what context you use the term so called bipolar? ar are the an indication of the mis diagnosis? or the whole diagnoses of bipolar itsel,2019-03-30 17:13:46+00:00,0
"to my followers &amp; friends who has bipolar disorder, i just want to say fight on and always remember that people in your social circle (no matter how many times you push them away) loves you.",2019-03-30 17:12:27+00:00,1
people often wonder what disorder is. learn more about it on this and let me know if you or someone you know with this disorder is interested in .,2019-03-30 17:11:09+00:00,-1
i have bipolar. i am 'not' bipolar. i am an author of over a thousand stories and books. it's a rough fight but never give up anything is possible(kevin garnett,2019-03-30 17:07:26+00:00,-1
"when i asked myself, 'was i a bad kid? or was that my bipolar disorder?'",2019-03-30 17:04:33+00:00,-1
"pop culture is leading the way! aura, my comic about a super hero who has bipolar disorder, is posted here for all to read:",2019-03-30 17:00:12+00:00,1
mistah bought everybody out everybody in tears i cant even do it rip miste,2019-03-30 16:51:33+00:00,-1
"im a mental health advocate, i try to be real about my life with bipolar disorder. i must admit, though: sometimes the desire for connectivity causes me to post happy things when im actually not happy...",2019-03-30 16:50:39+00:00,1
"for world bipolar day, herea courageous essay my friend daniel crocker () wrote about his experience for ""frankly, inot doing well""",2019-03-30 16:46:14+00:00,1
my old roommate would bring people in my room when i wasnt there and talk shit about me/steal from me. i had a feeling something weird was going on because of his bipolar episodes i got a camera. in the st hours he went in my room times! when confronted he denied everythin,2019-03-30 16:45:24+00:00,-1
"my therapist told me that fresno mental health services overdiagnose bipolar disorder in people of color. she said if youre brown and have a feeling, youre bipolar. it shocked her when she moved here.",2019-03-30 16:44:24+00:00,-1
well the money thing a bit stressful coz we're tryn to move ciz our current neighborhood us stressful and raises my anxiety and sleep i do too much if sometimes dealn with bipolar depression lol i'm all jacked up rn but am still here still standing still fighting,2019-03-30 16:42:01+00:00,-1
but i am so what's up lo,2019-03-30 16:39:54+00:00,0
guest post on my from john poehler how do you define success with bipolar disorder?,2019-03-30 16:34:42+00:00,1
"if you have sleep disruptions (never sleeping when youre excitable, oversleeping when you're sad) that could be bipolar! i have it. but i noticed my adhd friends have faster mood swings bc of rsd also (and adhd is on the same gene marker as bipolar so they have similar symptoms",2019-03-30 16:34:37+00:00,1
getting fired is traumatic for my bipolar.,2019-03-30 16:34:37+00:00,-1
"we who are are passionate. because life is too short to be boring. i embrace my intricacies, quirks, and eccentricity. they make me who i am.",2019-03-30 16:32:21+00:00,1
check out my blog for world bipolar day!,2019-03-30 16:28:27+00:00,0
"today is march , world bipolar day. just because it is a part of me does not mean it defines me. i control it, bipolar wont control me, i wont let it. every day is a struggle to be normal i dont even know...",2019-03-30 16:27:47+00:00,-1
here's a post from my - when becomes your best friend,2019-03-30 16:17:06+00:00,1
"been seeing a lot of ""bipolar awareness"" and such stuff... i have bipolar... so uh, bipolar awareness activate? was never good at psa",2019-03-30 16:14:36+00:00,-1
were not asking you to change their minds. were asking you to call them out when they say something racist. dont tell me to ignore your aunt patty because shes bipolar when shes a full blown racist,2019-03-30 16:06:55+00:00,-1
"a friend of mine has a something year old son who is bipolar. she struggles with his obsessive behavior and his constant worries of being sick. recently, he was vomiting a lot and could not keep down his meds. a very big struggle for mom and son",2019-03-30 16:00:19+00:00,-1
"wow... this was needed today... and everyday. thank you for acknowledging mental health. i battle bipolar disorder, complex ptsd, dissociative disorder among many other things and often struggle to ""do"" my passion which is art. any art. makeup, music, poetry etc. thank you.",2019-03-30 16:00:03+00:00,1
"on this i wish everyone peace and good health, especially those who continue to struggle with bipolar disorder. remember, you are not alone",2019-03-30 15:56:00+00:00,1
i just got it though. i was looking it at it in the literal sense and didnt take into account that you put aka cat aka vagina and cats/pussies generally dont like to get we,2019-03-30 15:55:10+00:00,-1
"as someone with bipolar, please support loved ones dealing with this disease. bipolar can ruin lives and relationships. please see a medical professional to help you or your loved ones. i am always here to listen and support you if you or a loved one is suffering from bipolar.",2019-03-30 15:53:46+00:00,1
"i have bpd and am married to a wonderful man who is bipolar. we have two beautiful children. we understand one another. we accept one another. we are who we are. the right person will always love you, big emotions or not. it is possible and i am sending all the good vibes",2019-03-30 15:53:45+00:00,1
three cases suggest that adding cariprazine to the medication regimen of individuals with comorbid bipolar i disorder and a substance use disorder may improve symptoms of both disorders,2019-03-30 15:47:10+00:00,-1
i believe you. bipolar disorder is really hard. i'm currently going through it again and sometimes i'm just so overwhelmed by it that a message of hope does my spirit well. and feeds my thoughts with positivity. i'm really you've recover i declare that will happen to me too,2019-03-30 15:45:45+00:00,1
meditating with reduces my and || ==,2019-03-30 15:45:03+00:00,0
thank you smartass lol. i just hate how bipolar the weather is her,2019-03-30 15:42:28+00:00,-1
"for my bipolar disorder i take meds, i do yoga, i lean on my friends when i need to because ill never not have bipolar disorder..even when ive been stable for a while it can come back &amp; hit me for a loop so pls watch out for your friends &amp; know how to help",2019-03-30 15:34:40+00:00,1
"? ? that's what i'm ' 'bout that's why i fuck with ye that's my third person that's my bipolar shit, nigga what? that's my superpower nigga ain't disability i'm a superhero! i'm a superhero!",2019-03-30 15:33:46+00:00,-1
just found out today is so hey guys i still have bipolar disorde,2019-03-30 15:28:31+00:00,0
it's been hella bipolar my guy don't let that stop you from hosting some more meets in the woods thoooo,2019-03-30 15:27:40+00:00,1
my husband would have to call through out the day to check on me. when he would come home from work he do his best to keep me awake and do stuff with me. bipolar is no jok,2019-03-30 15:25:48+00:00,1
"i wouldn't change my bipolar in a nanosecond. sure it's rough sometimes. but it's like we who are bipolar have special powers - we are empathetic, we are creative, we are passionate. i am all these things and all of my bipolar friends are too.",2019-03-30 15:21:25+00:00,1
did you know that bipolar disorder has other effects besides just mania and depression? watch as i manage to catch my cognitive impairment in action:,2019-03-30 15:18:53+00:00,-1
"bipolar is not something you can ""just"" get over. please be patience with us. understand there are types and which type the person is. i have type which is where you have a lot of low moments and those low moments can last a hours to a months. with the proper med, counselin",2019-03-30 15:18:34+00:00,-1
"thanks! my offbeat mystery danger music, featuring a bipolar heroine, is on sale for cents. you can learn more at",2019-03-30 15:17:19+00:00,1
its been years since i was hospitalized from bipolar disorder and im stronger than ever,2019-03-30 15:14:01+00:00,0
if i get to this doctor and she expect to draw more blood imma walk out my vein already fucked up from yesterdays blood work,2019-03-30 15:09:39+00:00,-1
"it's -- as always, the day after my birthday i have bipolar disorder (nature) and also complex ptsd (nurture). i've been on effective meds since and now, in , i am processing the c-ptsd with a chemically stable mind. messy indeed, but beautiful too",2019-03-30 15:08:41+00:00,1
"thanks for sharing ! ""this is on my mind because march is world bipolar day... we have also been working to provide more coverage of other heavily stigmatized conditions such as schizophrenia, borderline personality disorder, and ocd, among others.""",2019-03-30 15:04:10+00:00,1
"as some1 who wasn't diagnosed with til a year ago lived my whole life being , the effects it had on my was extremely scary. having both at once makes me thankful my is finally getting treatment",2019-03-30 15:00:22+00:00,0
"i may have bipolar disorder, but it doesnt have me. im not defined by it. i have value and i see that. for more info &amp; resources about bipolar disorder visit: .",2019-03-30 15:00:13+00:00,-1
world bipolar day - my views via,2019-03-30 14:58:51+00:00,0
"my dad and my grandmother both have bipolar.... and vangogh is my whole family's favorite artist....happy birthday, vincent!",2019-03-30 14:57:32+00:00,1
hi my name is texas i'm bipolar..,2019-03-30 14:53:35+00:00,0
"for world bipolar day, i am posting one of my first essays on the subject.",2019-03-30 14:52:06+00:00,0
tell me about bipolar disorder,2019-03-30 14:40:08+00:00,-1
"thank you. your story is reaching people and inspiring othersyou're right, bipolar is so much more. for instance i hate when i'm hypo and feeling so motivated and making plans, but then the hypomania ends and i'm left with a mountain of plans and no energy to do any of them",2019-03-30 14:37:11+00:00,1
"im bipolar asf, but i just want the love",2019-03-30 14:33:14+00:00,1
"yeah, autistic, bipolar, schizophrenic.. yes. clinically all those. yet you still can't use words, with assigned meanings it definitions, to explain your point. instead you have to attack me personally to defeat my argument and words",2019-03-30 14:25:08+00:00,-1
"world bipolar day - my views via please tune in to youtube at :30 a.m (cdt - usa).. i am going live to give my 'personal' views concening mental health, on this 'world bipolar day'",2019-03-30 14:21:04+00:00,1
"yaaaaaay happy world bipolar day!!! wait, i mean fuck this and i hate myself. (see, i'm allowed to make jokes because i'm bipolar but unfortunately i am not european)",2019-03-30 14:20:29+00:00,-1
"ac minus the o, is very knowledgeable, but her flip-flopping on issues and hyperactivity leads me to believe bipolar is surfacing",2019-03-30 14:16:29+00:00,0
