,timestamp,tweet_text,Location
4490,2020-03-30 22:24:09+00:00,"im not saying that this might cure my quarantine depression, but im also not not saying that","Utah, USA"
4491,2020-03-30 22:23:48+00:00,why is your comprehension and use of the english language so terrible? were you born into trump sucking depression, Holed Up In Ohio
4492,2020-03-30 22:23:48+00:00,my depression and anxiety were bad before this shit happened. then tell me i can't leave my home unless it's for essential shit. now their both off the chart. is sanity essential,Misery (MO)
4493,2020-03-30 22:23:46+00:00,"yeah! i'm safe; i'm living with a loved one; i'm healthy; i'm being paid even though the school where i work is closed up. i have much to be grateful for. the whole stay in the house thing is not great for my depression, but it's a small price to pay for the safety of others","Waukon, IA"
4494,2020-03-30 22:23:27+00:00,"new covid household slag, ""depression naps"" ""anxiety cocktails"" ""sanity ride",Minnesota
4495,2020-03-30 22:23:25+00:00,st. louis fed district predicting unemployment could exceed % before this is all over. that would be a little over % higher than the numbers from the great depression,"Los Angeles, CA"
4496,2020-03-30 22:23:10+00:00,today was hitting with the depression and anxiety brain real hard. but then this beauty arrived this afternoon. thanks for crafting such a beautiful mug it really lifted my,"Oregon, USA"
4497,2020-03-30 22:23:01+00:00,im not doing okay today i forgot my meds for a few days and i took them today and god they b giving me depression when i start taking them again,NC 
4498,2020-03-30 22:22:54+00:00,i am in a state of depression this quarantine and closures is literally ruining my life,"Georgia, USA"
4499,2020-03-30 22:22:53+00:00,an unemployment rate of percent would be more than points higher than its great depressionera peak,"New York, NY"
4500,2020-03-30 22:22:15+00:00,depression is alive and well. check on your friends that you think are okay,CALI ☀️
4501,2020-03-30 22:22:05+00:00,i am living my life in fear right now... this virus.. court and if i'm going to go to jail because of people who don't really care about me and want to be stupid.. depression.. i feel alone... i took the fall for people who don't even care about me.. $6000 i took the fall fo,"Bradenton, FL"
4502,2020-03-30 22:21:56+00:00,being in this house /7 is giving me depressio,Georgia
4503,2020-03-30 22:21:42+00:00,"pull up progression - featured progression: double leg pull ups single leg pull ups negatives tippy toe single leg pull up pull up - scapula depression and retraction are key to maximize results, joint","Tampa, FL"
4504,2020-03-30 22:21:26+00:00,"um wow, what is it like not to already struggle with loneliness, anxiety or depression","Washington, DC"
4505,2020-03-30 22:21:25+00:00,"i can relate to your situation. i'm so sorry for the pain and suffering that accompanies anxiety and depression. i've got the weight gain, self loathing of my body, not liking myself. bts helps me a lot. my therapist does, too. but it's my own effort that will change me","Utah, USA"
4507,2020-03-30 22:21:04+00:00,man this depression bout to sky rocket,"Richmond, VA"
4508,2020-03-30 22:20:48+00:00,im legit going into depression being alone,"Atlanta, GA"
4509,2020-03-30 22:20:42+00:00,"maybe its cabin fever, maybe its depression, maybe its maybeline","Idlewild, GA"
4510,2020-03-30 22:20:38+00:00,im literally about to go in this depression spell. getting word that we could be in this longer than just may st....idk how im gonna get through this,Bay Area/South Dakota
4511,2020-03-30 22:20:24+00:00,"bob, youre right but assume for a minute we let all the business that are in trouble fail. once this is over, what jobs are people going to go back to? were setting ourselves up for another great depression","Raleigh, NC"
4512,2020-03-30 22:20:11+00:00,"""the only thing we have to fear, is fear it self"", franklin delano roosevelt calming the fear of the american people during the great depression","California, USA"
4513,2020-03-30 22:20:00+00:00,therapy is the application of for healing and . this is a very powerful approach once you have learned how to do this,"Boulder CO, USA"
4514,2020-03-30 22:19:46+00:00,my last try food is low-will go hungry tmw elec turns off wed.200 would be a blessing not sure if i even care if i wake up tmw my anxiety/depression cant take this anymore.there is no hope me too many ppl asking i will never be seen. $kathrynpaigemill,"South Carolina, United States"
4515,2020-03-30 22:19:26+00:00,"depression lies, it tells you youve always felt this way, and you always will. but you havent and you wont halley- sophomor","East Lansing, Michigan"
4516,2020-03-30 22:19:19+00:00,great my fam own funeral homes.... recession/depression proof industrie,"Atlanta, GA"
4517,2020-03-30 22:19:03+00:00,stop giving me book recommendations! ive read them!!! i have depression this aint my first isolation rodeo!!!!!,"Tucson, AZ"
4518,2020-03-30 22:19:00+00:00,we're about to face a true depressio,"Wichita, KS"
4519,2020-03-30 22:18:59+00:00,that is quite the list...we're going for great depression...ouchh,"Des Moines, Iowa"
4520,2020-03-30 22:18:59+00:00,"aside from the time of year for new beginnings, this time of year kicks up my depression. i don't need to explain it to anyone. just let me be and fck off.","Hillsboro, OR, USA"
4521,2020-03-30 22:18:54+00:00,i was like that the first week but now i've moved into the depression phase and just do work because what else is any better. hang in there - maybe you'll turn the corner soon,USA
4522,2020-03-30 22:18:51+00:00,"my son lost his job, i have a low immune system so it is very scary to go anywhere. it has caused a lot of anxiety and some depression for me, plus i lost my grandpa on friday... and my husbands job is day to day... i pray every day that god will provide for all needs!","Missouri, USA"
4524,2020-03-30 22:18:44+00:00,hm depressio,"Illinois, USA"
4525,2020-03-30 22:18:44+00:00,i feel like today beat the shit out of me.,"Salt Lake City, Utah"
4526,2020-03-30 22:18:31+00:00,coronavirus unemployment rate may peak at a rate higher than during the great depression - attention to the unseen,North Little Rock AR
4527,2020-03-30 22:18:11+00:00,"""but this is exactly the problem: we are suffering from widespread worry, which can lead to widespread anxiety or depression."" excellent article, how i am prioritizing my psychiatry patients amid a pandemic","Boston, MA"
4528,2020-03-30 22:17:33+00:00,"serious question for ... should we be comparing to , /11, dot-com bust, ltcm asian contagian, bad-guy-turns-off-the-internet theoretical drill, s energy crisis, great depression or none of the above",New York
4529,2020-03-30 22:17:26+00:00,"the coronavirus crisis very well could lead to new storytelling genres. noir, after all, sprang from the great depression.","El Segundo, CA"
4530,2020-03-30 22:16:59+00:00,i have anxiety and depression and it's been triggered a bit because of the three people who are regularly at his apartment i'm the only one who is working. so i have to leave and get to do stuff and they're stuck at home,"Seattle, WA"
4532,2020-03-30 22:16:20+00:00,"just days after tweeting this the darkness of depression overcame someone i loved dearly and lived in the same home with. please, even if you live in the same home, check on your loved ones. i never in a million years saw this coming.",Tennessee
4533,2020-03-30 22:15:41+00:00,"did you care about the people when 's of thousands die from the flu? bet you go out sick at times. and this probably will be worse than the great depression, don't know if you have kids, but this will be the toughest time they will ever have","California, USA"
4534,2020-03-30 22:15:23+00:00,"depression....??? coronavirus job losses could total million, unemployment rate may hit %, fed estimates -","Atlanta, GA"
4535,2020-03-30 22:15:07+00:00,depression hidden under the guise of tiredness &amp; humor,"Indiana, USA"
4536,2020-03-30 22:15:04+00:00,see an online psychotherapist for help with . to recover fully you must heal the underlying emotional pain that fuels your addiction. see:,"Boulder CO, USA"
4537,2020-03-30 22:14:53+00:00,were you aware of the federal arts program? a benchmark during the depression. thank god democrats know their history.,"Florida, USA"
4538,2020-03-30 22:14:49+00:00,"prevent one infection () while gaining another (ie depression, negativity, etc.)? staying safe is okay,","Philadelphia, PA"
4539,2020-03-30 22:14:44+00:00,my anxiety and depression has gotten out. of. control. my finances hours have been cut. depression. is. really. bad,"Ohio, USA"
4540,2020-03-30 22:14:05+00:00,"struggling with my . hours got drastic cut. though i knew it was gonna happen, it has me self-depreciating. it took me years to get better and get a job... and it feels like i'm right back where i started. i could use ... please","Summerville, USA"
4541,2020-03-30 22:14:03+00:00,"the depression took the wind out of socialists' sails as a movement, but only because the new dealers massively increased the role of government in the economy. i see a strong possibility that coronavirus will have a similar effect. (end","San Francisco, CA"
4542,2020-03-30 22:13:55+00:00,"(5/7) will this be the next great depression? uploaded by economics explained on march ,","Fullerton, CA"
4543,2020-03-30 22:13:31+00:00,a depression. you clearly cant see that this is just gonna get worse from here,"Los Angeles, CA"
4544,2020-03-30 22:13:15+00:00,"ive been experiencing it for a while now with my depression, but im really feeling the impact now that im working again","Dayton/Columbus, OH"
4545,2020-03-30 22:13:07+00:00,"all my grandparents lived through the depression, both grandfathers served in wwii. my grandmother spent a year in a sanatorium because of tb, away from her two young children. i tell myself these stories, and tell my kids too. they got through it, and never lost their joy",VT
4546,2020-03-30 22:12:54+00:00,how many of these people (my family included) are going to be homeless at the end of this? we still need to pay the mortgage without income coming in. i'm now afraid this is going to be worse than the great depression,"New Jersey, USA"
4547,2020-03-30 22:12:25+00:00,"yeah it's called depression, get used to i","Phoenix, AZ"
4548,2020-03-30 22:12:20+00:00,bruh this video just cured my depression. im years old again,"California, USA"
4549,2020-03-30 22:12:01+00:00,"""its a show about how finding peace in a wild world is a messy, painful, lifelong process shrouded in fear, doubt, depression, ill-advised decisions, self-loathing, and the like."" explains why jack horsemans the .","Austin, TX"
4550,2020-03-30 22:11:59+00:00,glad i was able to get this out and published ahead of all this. workers are on the move and not going to back down even in the face of a greater depression. socialists need to get in this fight and help workers constitute permanent organization!,"Philadelphia, PA"
4551,2020-03-30 22:11:40+00:00,i was doing pretty until yesterday. many people i know are sick and dying in detroit. now im very anxious and worrying all the time.,"Arizona, USA"
4552,2020-03-30 22:11:33+00:00,can art therapy combat depression during self-isolation and social distancing?,Florida
4553,2020-03-30 22:10:57+00:00,"my ex-wife is a powder keg and could keep my other kid from me at the drop of a hat. no friends, depression made sure of that. i've gained like fucking lbs, my health is declining...all of it, trash...but i haven't lost my hope just yet. something will click.","Ohio, USA"
4554,2020-03-30 22:10:57+00:00,mets vs cardinals beltran introduced me into depression i cried slowly. jets vs steelers legit first ever heartbreak man i cried so much that night..... numb ever since.,"Brooklyn, NY"
4555,2020-03-30 22:10:32+00:00,"the covid-19 crisis could bring ""u.s. unemployment rolls to million, or more than three times worse than the peak of the great recession. the % unemployment rate would top the great depression peak of %.""","Washington, DC"
4556,2020-03-30 22:10:17+00:00,just realizing how ive been withdrawing so much because of depressio,"Los Angeles, CA"
4557,2020-03-30 22:09:57+00:00,"im not motivated to do art, do any work around the house, take care of myself, do anything. being locked inside has just made my depression so much fucking worse and i feel like im back in the mental state i had in th grade, but somehow its so much fucking worse","Denver, CO"
4558,2020-03-30 22:09:33+00:00,"but of course, doubt and my on-going bipolar-depression episodes make me feel i could never do so. i did get through the first step of finally writing that book i always dreamed about, and working on the second. but i also want to create art","Grants Pass, OR"
4559,2020-03-30 22:09:02+00:00,how are you going to do that when the country heading for a depression. do we honestly think that people are going to stop and wonder who they going to elect for president when they're trying to figure out how the hell they're going to feed their families,"Boston, MA"
4560,2020-03-30 22:08:47+00:00,i dont think eating healthy can cure depression or anything but you will definitely feel more mentally and physically better if you eat healthy than you will if you eat unhealthy,"New York, NY"
4561,2020-03-30 22:08:31+00:00,kid depression outa her,#TheCounty.....VA
4562,2020-03-30 22:08:30+00:00,just me rambling. via -,NY
4563,2020-03-30 22:08:24+00:00,within two days after a full two weeks of no classes i have several quizzes and exams so depression procrastination is hitting me pretty hard,"Columbus, GA"
4564,2020-03-30 22:08:18+00:00,someone send my mom a lengthy facebook dm on why getting a dog would cure my loneliness and seasonal depression. plz n t,"California, USA"
4565,2020-03-30 22:08:12+00:00,"tune in tomorrow for a free online discussion with lisa stewart-brown and dr. piland-rice that will cover critical conversations to encourage well-being, address depression and more. register here:","Vancouver, WA"
4566,2020-03-30 22:07:45+00:00,"whoo hoo! someone who was born around the flu epidemic and who has been alive during two world wars, vietnam, the great depression, etc. etc. probably thought ""no way am i going to make it to and go down like this!"" haha","Minneapolis, MN"
4567,2020-03-30 22:06:54+00:00,niggas gotta find something to eat besides bat and dog look at the depression in his eyes,"Long Beach, CA"
4568,2020-03-30 22:06:42+00:00,new report by suggests mental health crisis among yemeni children: % report feelings of sadness and depression; % always fearful. prioritize mental health by stopping the war and funding/integrating mhpss in all sectors.,"New York, NY"
4569,2020-03-30 22:06:18+00:00,"take a walk - it can improve your strength and balance - it can boost your heart health and stamina - it can help us keep a positive mood, while reducing feelings of anxiety, depression and fatigue. - it can help us burn calories to prevent unwanted weight gai","Dubuque, Iowa"
4570,2020-03-30 22:06:14+00:00,i dug out my sewing machine and sewing again. looking at depression era recipes that use beans and rice. basic life skills. glad my mom taught me how to bake bread,"Corvallis, Oregon"
4571,2020-03-30 22:06:06+00:00,depression.. anxiety.. its so bad. i feel so defeated,"Salt Lake City, UT"
4572,2020-03-30 22:05:21+00:00,"whew, miss rona about to have me in my depression bag now that im working from home",HTX
4573,2020-03-30 22:05:10+00:00,i can't help but to wonder how many more people are gonna be suffering from after this whole corona crap is over! su,"Colorado, USA"
4574,2020-03-30 22:05:01+00:00,skype therapy using mindfulness for overcoming and . visit:,"Boulder CO, USA"
4575,2020-03-30 22:04:49+00:00,also to reiterate i am not a serial killer i just have depression!!,"Portland, OR"
4576,2020-03-30 22:04:33+00:00,now my birthday is ruined thanks to the damned extension. happy future th birthday to me on may . guess i'm gonna be spending it stuck inside at home with my drunk mom. now it's time for the depression to kick i,"Bay City, MI"
4577,2020-03-30 22:04:27+00:00,"depression knocked me into a nap today. but i woke up, gave myself grace, made my bed and started to cook dinner",South Florida
4578,2020-03-30 22:04:21+00:00,"the economy exists for the people. the people don't exist for the economy. if you think the wealth tax would crash the economy, you need a history lesson. after the great depression, who paid for the new deal","Fresno, CA"
4579,2020-03-30 22:04:00+00:00,"nov's a choice between the fascist depravity of trump/barr/miller &amp; the plutocratic authoritarian kleptocracy of biden/bloomberg/dimon. in the face of a great depression &amp; pandemic. in nov, we're only deciding which enemy to fight - because fight will be required for survival","Long Beach, CA"
4580,2020-03-30 22:03:54+00:00,"this will be a big depression in spite of what finance people are saying. remember, when you're a hammer, everything looks like a nail","Calif--GA, TN, FL, TX, Cal, GA"
4581,2020-03-30 22:03:52+00:00,hmm...yet another bg. i'm sure they won't have any impact on me. it's not like they'll help cure my depression or anything. i'm certainly not going to tattoo their lyrics on myself. nah! i'm just going to look up their names...,USA
4582,2020-03-30 22:03:50+00:00,"i am doing a free distance healing in /2/2020 for all those in need of being energy. it can help you with, anxiety, depression, blocked chakras, low energy, etc. i will be sending the energy of the lumerian and light language. please dm me if you would like to be added to th","Las Vegas, NV"
4583,2020-03-30 22:03:37+00:00,how missional living heals depression (testimonial) we mobilize missional living! subscribe today to receive free equipping in sharing jesus through daily living!,P.O.Box 418 Glendale. CA 91209
4584,2020-03-30 22:03:11+00:00,today challenge is motivation and my is my mom. catholic," Earlimart, CA 93219"
4585,2020-03-30 22:03:00+00:00,"now is as good a time as ever to remind ppl that depression can cause /physical/ pain to some sufferers. fatigue, headaches, body aches, and flair ups of old injuries being most common. in my case my carpel tunnel in my left arm is roaring back with a vengeanc","Austin, TX"
4586,2020-03-30 22:02:44+00:00,do yall think we got through the great depression by people superfluously spending their money? we are not gonna get through corona with you all acting so goddam careless. stay hom,"Sacramento, CA"
4587,2020-03-30 22:02:08+00:00,thankful to have a best friend like during these times. shes literally feeding me and teaching me crafts bc my depression is very bad anyway get a pal who takes care of yo,"Richmond, VA"
4588,2020-03-30 22:02:02+00:00,"economy, meet depressio","Wilmette, IL"
4589,2020-03-30 22:01:36+00:00,"i hate this feeling. i can't know if it's anxiety from perfectionism, depression, adhd, imposter syndrome, what? i found some new youtube channel doing something that i've wanted to do. they're a full-time youtuber network so they can focus % on it but still","MN, he/him Eric"
4590,2020-03-30 22:01:19+00:00,"that would be bad! i was suddenly reminded that in the new moon book, bella mentioned that her depression over edward was basically making her pass up for a vampire, maybe closer to a zombie and now, i cant stop laughing!",Texas
4591,2020-03-30 22:01:18+00:00,"your decision to force all virginians (especially service industry + blue collar workers) to stay at home for the next days (!) will cause a horrible health crisis way worse than coronavirus. poverty, malnutrition, stress, homelessness, violence, depression, suicide + stres","Texas, USA"
4592,2020-03-30 22:01:10+00:00,"people that get worked up to the point of rage and/or depression over the events of professional sports are soo dumb holy shit, its a new type of comed","Utah, USA"
4594,2020-03-30 22:01:00+00:00,things to do if the coronavirus scare is worsening anxiety or depression by miriam slozberg -,"Fresno, CA"
4596,2020-03-30 22:00:41+00:00,lately i've been reflective stuck at this intersection can't figure out witch way to go to get out this depression.,"New York, USA"
4597,2020-03-30 22:00:38+00:00,"fair attack that undermines the article. that said, i wouldnt ask epidemiologist what his/her opinion is on economic impact. im with bill gates that -10 weeks of shut down makes sense. but need trustworthy economist to inform us on when we are in danger of great depression /","Hartford, CT "
4598,2020-03-30 22:00:29+00:00,"maybe if this covid shit will stop and just come back in the fall, the seasonal depression will finally let me end it all are you good??","Georgia, USA"
4599,2020-03-30 22:00:20+00:00,not if we are in a depression,"Texas, USA"
4601,2020-03-30 22:00:09+00:00,"when my mind wondering an not busy , i go into a depression","Akron, OH"
4602,2020-03-30 22:00:02+00:00,"millions of americans already have lost their due to the crisis and the worst of the damage is yet to come, according to a estimate. data: first estimates worst than the great (rtd update)","Wildwood, MO"
4603,2020-03-30 22:00:00+00:00,tens of millions of jobs could be lost during pandemic forcing unemployment higher than great depression: fed,NYC
4604,2020-03-30 22:00:00+00:00,over worry. over fear. over offense. over depression. over anxiety. over hate. life is short yall so dont waste it,ATX
4605,2020-03-30 21:59:42+00:00,"i really hope youre wrong. my company and many others will close. s of millions will lose their jobs, it will literally be the s great depression all over again.... wow, crazy how times a flat circl","Atlanta, GA"
4606,2020-03-30 21:59:23+00:00,depression hitting hard r,Sauce Florida
4607,2020-03-30 21:59:21+00:00,i havent had post drama depression in a long time but i am now,🇱🇦•US| 20+|she/her
4608,2020-03-30 21:59:06+00:00,i have to keep my routine while working from home. if not my depression will eat me alive,"Lake Lure, NC"
4609,2020-03-30 21:59:06+00:00,free money from the government always grows over time. look at this history of social security(free money for the boomers of the s which started during the depression),"Seattle, WA"
4610,2020-03-30 21:58:54+00:00,"nah that's the crazy thing, my depression is mainly seasonal and i'm medicated now and i've never been more comfortable and content with my life all things considered","North Carolina, USA"
4611,2020-03-30 21:58:05+00:00,starting to get depression again from staying inside and little social interaction. verge of tears all day. awesome,"Boston, MA"
4612,2020-03-30 21:57:55+00:00,i blame a good portion of my depression on capitalism..,"Pennsylvania, USA"
4613,2020-03-30 21:56:27+00:00,i feel like my depression is catching back up to me.,"Louisiana, USA"
4614,2020-03-30 21:56:19+00:00,"i think theres a wave of quarantine depression hitting most people right now. its hard to stay motivated when youre stuck in a house. its hard to process emotions when youre staring at the same four walls. even if youre not going anywhere, try to see the light in the dark","Ohio, USA"
4615,2020-03-30 21:56:18+00:00,im getting all these blackboard notifications and i just feel the depression seeking up on me,"Queens, NY"
4616,2020-03-30 21:56:17+00:00,"father of brand new to twitter.i dont have any followers. twitter is a line to the outside world. food is super low, depression is super high. trying to stay strong for my kids. need mask and gloves! if you find me and see this. help! this all the $ i have $8.22 $zelda1727",Owensboro Kentucky 
4617,2020-03-30 21:56:11+00:00,being stuck at home with people i hate while working from home for a job i hate is really just adding fuel to the fire that is my depression,"Chicago, IL"
4618,2020-03-30 21:55:51+00:00,thank you sometimes its hard for me to open up but just talking about anything helps. a lot of my depression stems from lonelines,"North Pole, AK"
4619,2020-03-30 21:55:15+00:00,i need someone who is more prettier to put this pretty girl in depression,"Nigeria, Baltmore MD"
4621,2020-03-30 21:54:53+00:00,that gave me depression th,"Miami Beach, FL"
4622,2020-03-30 21:54:43+00:00,in : a brief history of saving lives against dumbass disasterous us capitalism frm great depression to covid-19,USA & World
4623,2020-03-30 21:54:36+00:00,"i thought the economic depression was supposed to end the roaring twenties, not start i",California
4624,2020-03-30 21:54:23+00:00,why this is unlike the great depression by,IL
4625,2020-03-30 21:54:08+00:00,"social distancing has made it so that my seasonal depression and my seasonal allergies now exist in the same season, and excuse my language but i think thats pretty lam","Atlanta, GA"
4626,2020-03-30 21:54:05+00:00,utena live version cured my depressio,Spain/Madrid - ES/EN OK!! 💕
4627,2020-03-30 21:53:59+00:00,depression? i can see the universes secrets afte,"Cary, NC"
4628,2020-03-30 21:53:43+00:00,no its not but from depression ye,"Clarksburg, MD"
4629,2020-03-30 21:53:18+00:00,why didn't god send a plague and a depression when obama was president?,Indiana
4630,2020-03-30 21:53:01+00:00,im gonna cry im gonna scream there are so many emotions that are gonna be pouring out of me because of this if we see this for nintendos next direct then my depression is cured ahhhhhhhh,"Utah, USA"
4631,2020-03-30 21:52:57+00:00,i had really bad seasonal depression that summer om,"Colorado, USA"
4632,2020-03-30 21:52:57+00:00,if yall see me driving mind your business im going to my moms before my depression takes ove,"Gilmer, TX"
4633,2020-03-30 21:52:48+00:00,im gonna need the coronavirus to move along! my seasonal depression is going to turn into just depression real soon if i cant go outside,"Los Angeles, CA"
4634,2020-03-30 21:52:30+00:00,"hate this helpless feeling. ive taken a crash depression nap, ive been up since am (actually unrelated to buckley,) and im just. sicker and sicker by the hour and so it he","Orlando, FL"
4635,2020-03-30 21:52:00+00:00,i think buying a trampoline would help with my depression,"Argonia, KS"
4636,2020-03-30 21:51:46+00:00,depression and occasional mani,"The Bronx, NY"
4637,2020-03-30 21:51:28+00:00,i believe it will be worse than the depressio,"Kansas, USA"
4638,2020-03-30 21:51:16+00:00,worse than the great depression! fed projects unemployment %+ p via,"St Marys, GA"
4639,2020-03-30 21:51:15+00:00,"lockdowns will increase unemployment. unemployment will increase depression, suicides, violent crimes, and theft. lockdowns will lead to less healthy lifestyles","Phoenix, AZ"
4640,2020-03-30 21:51:01+00:00,"father of brand new to twitter. i dont have any followers. twitter is a line to the outside world. food is super low, depression is super high. trying to stay strong for my kids. need mask and gloves! if you find me and see this. help! $zelda1727",Owensboro Kentucky 
4641,2020-03-30 21:50:47+00:00,sp500 vs $es_f $spy $spx $sp $voo,"Washington, DC"
4642,2020-03-30 21:50:20+00:00,today's bread line in pennsylvania (versus those seen during the great depression).,"El Jebel, Colorado"
4643,2020-03-30 21:50:14+00:00,heading to great depression,"Chicago, IL"
4644,2020-03-30 21:50:12+00:00,face it buddy even republican governors have let this new found power go to their heads. they seem to have not sending their citizens to depression,"Boston, MA"
4645,2020-03-30 21:50:01+00:00,see an online psychotherapist for help with recovery from . to recover fully you must heal the underlying emotional pain that fuels your addiction. see:,"Boulder CO, USA"
4646,2020-03-30 21:49:36+00:00,i haven't seen as much mental health reporting as i would've expected. i have friends who have been valiantly struggling against depression/anxiety from sip isolation for the past couple weeks. the prospect of doing this for *at least* another month is nearly unbearable for some,"San Francisco, CA"
4647,2020-03-30 21:48:36+00:00,depression definitely is real and after all ive encountered a vacation is going to be so relaxing for m,"New Orleans, LA"
4648,2020-03-30 21:48:30+00:00,our policy response to an unemployment crisis that could be another great depression is woefully inadequate,Washington DC / Boston MA
4649,2020-03-30 21:48:19+00:00,took my first depression nap of quarantine and let me yell you i feel aw...ful. awful. this was a mistake,"Orlando, FL"
4650,2020-03-30 21:48:17+00:00,its called depression dumbass,"Miami, FL"
4651,2020-03-30 21:47:41+00:00,"your absolutely right kamala! it is in the best interest of every consumer &amp; bank, that we work to slow this event from becoming a financial disaster, as well as, a humanitarian one. trumps inept actions, should not dribble into a great depression ii!",USA
4652,2020-03-30 21:47:26+00:00,"that was like the great depression according to some that were in the business at the time and assuming all price risk. and afaik, no pork bailouts/marketing loans/price floors etc like grain has always gotten","Minneapolis, Minnesota"
4653,2020-03-30 21:47:04+00:00,why does government have the right to shut down business and churches.. who is essential and who is not? aren't all americans essential? this is not a recession or depression but government suppression.. follow the cdc guidelines and wash your hands! stay hom,"Arizona, USA"
4654,2020-03-30 21:46:56+00:00,im getting my depression back again,"Tustin, CA"
4655,2020-03-30 21:46:44+00:00,i can just feel the depression settling i,"Atlanta, GA"
4656,2020-03-30 21:45:31+00:00,"me watching a corrupted democracy based on debt founder like atlantis... not from depression not from war it was a virus, then the famine. and you all laughed.","New York, NY"
4657,2020-03-30 21:45:20+00:00,this is so important now more than ever in my opinion. those suffering from depression and ptsd are impacted in ways we can only imagine during these times of uncertainty and quarantine.,"South Carolina, USA"
4658,2020-03-30 21:45:18+00:00,and i forgot to mention very young joan collins who did great job as visionary depression era social worke,New York
4659,2020-03-30 21:44:16+00:00,"im just saying that if you struggle with depression &amp; suicidal ideation, take extra care when watching content that features someone who takes their own life. (as vincent did. even in this fiction, he does. though the scene in my previous tweet is not about that, but joy.","Minneapolis, MN"
4660,2020-03-30 21:44:02+00:00,what does anxiety look like to you? .,"Wesley Chapel, FL"
4661,2020-03-30 21:44:01+00:00,wow i cant imagine the shivers going thru the corporate &amp; plutocrat world if these sentiments were to really catch on. plutocrats gave up some $ during depression last century maybe theyll due it agai,"New Jersey, USA"
4662,2020-03-30 21:43:50+00:00,"future scientist, specializing in virology and infectious diseases people should be aware if the real danger and the fact that death is a real possibility for many infected. if you don't like the facts, watch a diff source. if you're battling depression, seek help","Tucson, AZ"
4663,2020-03-30 21:43:31+00:00,a debt jubilee is the only way to avoid a depression,"Los Angeles, CA"
4664,2020-03-30 21:43:03+00:00,idk my depression is weir,"Saint Paul, MN"
4665,2020-03-30 21:42:48+00:00,today on fml- yep. completely and totally unimportant just as i thought. so much for reaching out through social media. i will continue a downward spiral into depression. thanks folks! nothing more to see here,"Wisconsin, USA"
4666,2020-03-30 21:42:43+00:00,depression is as real as it comes so i feel you on that. gotta push thru it do,"Boynton Beach, FL"
4667,2020-03-30 21:42:36+00:00,yeahhhhh its so shitty i hate depression lma,"San Jose, CA"
4668,2020-03-30 21:42:27+00:00,"(9/n) i suspect the depression mindset to be a prevailing one for many during this time of forced solitude, uncertainty, and fear. may we find the holy ground the experience of sorrow [potentially] provides. may your potential flower during this troubled period","New York, NY"
4669,2020-03-30 21:42:04+00:00,"dealing with dual diagnosis? learn how to tackle addiction when youre also dealing with depression, anxiety, or another mental health problem. read:","Tucson, AZ"
4670,2020-03-30 21:42:01+00:00,"(8/n) i share this as an encouragement to myself and to all who see this, dont take depression for granted! just as seeds flower in the darkness of soil, the seeds of unlocked potential can flower during periods of depression if only we recognize the opportunity before us","New York, NY"
4671,2020-03-30 21:42:00+00:00,the modern equivalent of the breadlines in the depression ..,under the stars in Northern VA
4672,2020-03-30 21:41:42+00:00,wake up shower and get fully dressed by am to keep from spiraling into depression,MD  | IND 
4673,2020-03-30 21:41:33+00:00,what if i dont have depression and im just reacting very normally to everything sucking ass?,"Salt Lake City, UT"
4674,2020-03-30 21:41:10+00:00,"(6/n) revelation in their creative work (like receiving the revelation of the gt) following a period of depression. . . . as it is said, the way up, is down () or the only way to it, is through it.","New York, NY"
4675,2020-03-30 21:40:46+00:00,this sucks all this quarantine and mandatory shut in is making my depression come back :,"Maryland, USA"
4676,2020-03-30 21:40:24+00:00,mental health check in!! join me on my ig live!,"Georgia, USA"
4677,2020-03-30 21:40:22+00:00,"father of brand new to twitter. i dont have any followers. twitter is a line to the outside world. food is super low, depression is super high. trying to stay strong for my kids. need mask and gloves! if you find me and see this. help! this all the $ i have $8.22 $zelda1727",Owensboro Kentucky 
4678,2020-03-30 21:40:20+00:00,"he had depression and killed himself, of course he was trans","Corntown, Iowa, USA"
4679,2020-03-30 21:40:04+00:00,"even before the onset of , older americans were experiencing an epidemic of social isolation &amp; depression. startup health companies &amp; are taking on the challenge. read more on",New York & San Francisco
4680,2020-03-30 21:40:01+00:00,skype therapy the new psychotherapy for anxiety &ampepression.contact me via email to schedule a skype therapy session. visit:,"Boulder CO, USA"
4681,2020-03-30 21:39:56+00:00,"you'll be finding out about the depression and food shortages soon, unfortunately","Pennsylvania, USA"
4682,2020-03-30 21:39:30+00:00,"(3/n) although viewed negatively and unpleasant to experience, normal depression can have a positive side to it. for example, the first chapter of is entitled the of dejection","New York, NY"
4683,2020-03-30 21:39:02+00:00,"tip: exercise is crucial to maintaining mental health during the crisis. it can help reduce depression, anxiety &amp; is beneficial for cognitive health. here are live-stream workouts you can do from home:"," New York, NY"
4684,2020-03-30 21:38:59+00:00,"(2/n) proportionate the degree of attachment to the temporary, one experiences a corresponding degree of depression. this is normal depression in contrast to abnormal depression which is consider a type of clinical mental disorder","New York, NY"
4685,2020-03-30 21:38:53+00:00,its not binary- economic issues like depression/recession take a toll thats far worse for american people than the virus and result in more hardship/death than this does. it also creates hardship for generations below.,"Old Town, Scottsdale, AZ"
4686,2020-03-30 21:38:28+00:00,(1/n) its day.whateverof this quarantine situation and yesterday was the first time i was feeling a little stir-crazy. depression is a natural mental state that follows the loss of an attachment.,"New York, NY"
