,0,timestamp,target
1383,"i love gloomy, rainy days, but my depression doesnt :",2019-04-29 18:22:08+00:00,-1
1384,*acts manic to hide the crippling depression inside* fake it til you make it bois am i right??,2019-04-29 18:21:34+00:00,-1
1385,give me a monster! give me depression! give me lack of sleep! give me stress! what does that make? finals week,2019-04-29 18:20:37+00:00,-1
1386,proud to find out that my feature on paul bins bout with depression placed th of entries in the annual hearst personality/profile writing competition. i hope others learned as much as i did from this story.,2019-04-29 18:20:08+00:00,1
1387,"i haven't been around because i'm dealing with depression and anxiety. i'm seeing a therapist, working on my life, wants, and self-esteem. not sure when i'll be back regularly. in the meantime: love to anyone struggling. dm me if you need to talk. you're not alone",2019-04-29 18:20:03+00:00,-1
1388,"dont think im gonna sleep tonight, gonna but energy drinks to keep myself awake i cant let depression naps take me &amp; i have way too much shit to do, need to complete what i can tonight for tomorrow to free more time. might have to cancel some things too,,",2019-04-29 18:19:55+00:00,1
1389,"after end game and the battle for winterfell this weekend i have what amounts to ""post holiday depression"" today. man needs things to look forward to i suppose.",2019-04-29 18:19:46+00:00,-1
1390,the acs gave me depressio,2019-04-29 18:18:33+00:00,0
1391,so this is what post festival depression feels like.. i dont like it :,2019-04-29 18:17:09+00:00,0
1392,i got my registration date for summer school &amp; suddenly my depression came back,2019-04-29 18:14:52+00:00,-1
1393,i feel my depression trying to creep up again.,2019-04-29 18:14:40+00:00,-1
1394,my nostalgia vs my depression,2019-04-29 18:12:46+00:00,-1
1395,and aunt has been taking bi polar and depression medicine for.years and never knew.until.they see me and the drs realized what the hell was wrong with me. beyond my own issues as an adult and horrible childhood memorie,2019-04-29 18:12:37+00:00,-1
1396,that's no good! maybe ask for anxiety meds? sometimes that helps with depression. my wife had the same problem,2019-04-29 18:10:50+00:00,-1
1397,thanks to my lil sis for being strong enough to ask for help because now you've inspired me to ask for help with my depression. made a dr appt for later today. nervous but this has to happen,2019-04-29 18:10:02+00:00,1
1398,theon is the redemption story i need to believe in in order to not be crushed by my crippling depression about my own past choice,2019-04-29 18:07:30+00:00,-1
1399,depression stinks. i know from experience. i hope things improve soon. *hugs,2019-04-29 18:07:29+00:00,1
1400,family problems and work problems are making my stress and depression really bad this week. hoping things change soon,2019-04-29 18:06:27+00:00,-1
1401,do i need new friends? we only do brunch to pregame the pregame and celebrate the fact we beat depression that morning,2019-04-29 18:05:56+00:00,1
1402,"ive been going through it recently with my anxiety and depression, but this set is something im proud of.",2019-04-29 18:05:52+00:00,1
1403,this stuff helps me want to stay alive. even though i shoot myself some years ago cause from depression. marijuana works miracles in a person life,2019-04-29 18:05:32+00:00,-1
1404,"my trainer just texted. he left it up to me, but he wondered if it wasnt best if i stopped working out until my cast &amp; walking boot are off. i agreed. i am already plummeting into depression. i dont workout for my physical health; i workout for my mental/emotional health",2019-04-29 18:03:44+00:00,-1
1405,the only song that can pull me out of my depression episodes,2019-04-29 18:03:38+00:00,-1
1406,"blueberry i was at a point a year ago i wanted to quit making beats. self doubt, frustration, anxiety and depression can seemingly take a lot away from you. that governor of the mind,",2019-04-29 18:03:26+00:00,-1
1407,"i've decided my ideal house would have two sets of lights in every room. the first would have daylight lightbulbs to help with seasonal depression, plus they just make things easier to see properly. the second set would have green or very dim lights for migraines",2019-04-29 18:03:10+00:00,1
1408,"right! its always some bullshit and im here to tell you, i have seasonal depression. it does nothing for my mental healt",2019-04-29 18:01:41+00:00,-1
1409,when my depression seems like laziness to others,2019-04-29 18:00:59+00:00,-1
1410,not a question but thank you for everything...youve inspired me to get back into art and music and songwriting and its the only thing keeping me sane &amp; helping me deal with my depression. im so glad you and exist. cant wait to see you thursday,2019-04-29 18:00:44+00:00,1
1411,interesting story &amp; is a sad one but it is a happy one overall. involving me wanting to take my life due to depression. jess saying hi. we become friends. i want to keep living cause she showed kindness and cared. years later were engaged and this year now were getting married,2019-04-29 18:00:03+00:00,1
1412,"not a question but thank you for everything, youve inspired me to get back into art and music and songwriting and its the only thing keeping me sane &amp; helping me deal with my depression. im so glad you and exist. cant wait to see you thursday",2019-04-29 17:58:15+00:00,1
1413,i got in a fender bender and its gonna cost $500? art depression please let the fuck up so i can do commissions. (chokes art block like a bart...,2019-04-29 17:57:35+00:00,-1
1414,"thanks for lighting the way hey, any anxiety and depression lovers out there? ok, not lovers, bad choice of words. how about anxiety and depression sufferers and survivors? maybe youll relate to this: i made this and a few other cards during a rea",2019-04-29 17:56:45+00:00,-1
1415,constantly waiting for my seasonal depression to be over,2019-04-29 17:55:51+00:00,-1
1416,if you need me today ill be busy succumbing to my depression,2019-04-29 17:55:33+00:00,-1
1417,"if youre not too busy, please say a prayer for me depression is a real killer and it hurts",2019-04-29 17:53:14+00:00,-1
1418,i think what bothers me most is that they didn't miss on what would happen but how they got there is just. disconcertingly off. like. yes! thor having c-ptsd is a fantastic direction that makes sense. steve dealing with severe depression is spot on. &gt;&gt;&gt,2019-04-29 17:53:04+00:00,1
1419,"your as deranged as deranged trump is. what i like that you will pay if you have not already, how much more did you pay in taxes this year. what are going to do in the depression. he's the one who making the money off of your taxes not you. have fun, clinto",2019-04-29 17:52:30+00:00,-1
1420,this cured my depression. thank you,2019-04-29 17:52:11+00:00,-1
1421,the past years ive been doing really well managing my depression and anxiety but these last few months have been a damn nightmare for my mental health and i feel like i cant pull myself out of this downward spiral,2019-04-29 17:49:57+00:00,-1
1422,i wish i can catch a fade with depressio,2019-04-29 17:49:54+00:00,1
1423,"so i'm going thru a horrible physical withdrawal from effexor, a medication for depression. dizzy, puking, headache, the worst flu like symptoms...and my unsympathetic husband/man baby is acting like a total prick. fuck him...i have my head in the toilet and sobbing",2019-04-29 17:47:43+00:00,-1
1424,is that really a thing? ive never seen or heard of anyone just saying they have asd or depression. there is such stigma and judgement... i have also never experienced any reaction to disclosure that i would consider desirable enough that someone would fake a condition,2019-04-29 17:44:46+00:00,-1
1425,"im over everything..with everyone.. im so tired of crying from frustration and exhaustion and stress and anxiety, depression. i shouldnt even be feeling any of this.. but i guess no one truly cares how i feel about anything",2019-04-29 17:44:42+00:00,-1
1426,"i had a bunch of other tough stuff happen in rapid succession &amp; ended up kind of losing several yrs to multiple nervous breakdowns &amp; chronic severe treatment resistant depression anxiety &amp; ptsd. i'd always prided myself on my resilience too, so blow to my self concept was roug",2019-04-29 17:44:40+00:00,-1
1427,is as brilliant as . quincys posts and comments about his depression and anxiety are so real and honest and true. they make me feel less alone. thank you,2019-04-29 17:44:18+00:00,1
1428,"see u friday night brother. my fiance will be with me for day and seeing you. she deals with mild depression, anxiety and thoughts of suicide, i was wondering if you guys could dedicate get up to her. thats one of my songs to her",2019-04-29 17:42:36+00:00,-1
1429,"this so close, but not quite there business is bullshit. i'm not into anything right now the way i used to be really into many things. it's the depression, mostly. but also sort of how so many things have turned to garbage fires lately. i'm almost afraid to start liking somethin",2019-04-29 17:41:05+00:00,-1
1430,what is the relationship between depression and add in pre-teens and adolescents? tim wright and i respond to a mothers question about her -year-old son who has started to act out and become aggressive.,2019-04-29 17:41:04+00:00,-1
1431,depression got me by tha throat hanging off tha edge of an abys,2019-04-29 17:40:06+00:00,-1
1432,"""depression mentality"" describes the ultra frugality survivors of the great depression had in the aftermath. personal consumption expenditures (pce) are not rising to the feddesired level. i wonder if we have a great recession mentality today.",2019-04-29 17:39:32+00:00,-1
1433,even gods struggle with depression tina! tbh it made me feel better about myself seeing thor with a major dad bod,2019-04-29 17:38:47+00:00,-1
1434,i need to go watch that again. depression is kicking my butt today,2019-04-29 17:38:04+00:00,-1
1435,whats weird is my experience has been the exact opposite. my depression is through the roof if i dont take my b,2019-04-29 17:37:38+00:00,-1
1436,"i feel like my depression is starting to get bad again. not in a ""random spikes of self loathing"" way, but more of a ""feeling kind of sick and unmotivated is my new resting state"" way. time to double down on fighting it!",2019-04-29 17:37:37+00:00,-1
1437,"alternative careers in science, part don't forget to check out part and part of the alternative career series of posts. in a previous post, i talked about academia not being designed for people who have depression, anxiety, etc to succeed. i",2019-04-29 17:37:20+00:00,-1
1438,hear me when i say i have no idea why abrines left team but my thoughts are it may be anxiety/depression/mental health issues. now consider how it feels to have thousand people constantly asking you whats wrong. people need to back off the guy and let the man have privac,2019-04-29 17:35:42+00:00,-1
1439,ive been getting a lot of nightmares lately. probably because me depression is taking a nosedive into the submarine canyon of big sad. today i dreamt sae niijima was haunting my house and singing karaoke and i woke up in a cold swea,2019-04-29 17:34:49+00:00,-1
1440,thanks for curing my depression.,2019-04-29 17:34:22+00:00,-1
1441,wish i could just throw away anxiety/depression and live how i want to liv,2019-04-29 17:34:18+00:00,1
1442,can we talk about drogon crying a lil bit when he landed around dany and jorah i am depressio,2019-04-29 17:33:50+00:00,-1
1443,"sad that he killed him self. i suffer from depression and i know what suicidal ideation is. that being said, because he says the cause was marijuana doesnt prove anything. obviously he was suffering from more. and i do not smoke pot",2019-04-29 17:32:33+00:00,-1
1444,"this video cured my depression, cleared my skin, and told me to pursue my dream",2019-04-29 17:32:15+00:00,-1
1445,after a small bout of depression last night bc boys.. i woke up this morning and said fuck them. im a boss ass bitch whos gonna get what i want and deserve and its their loss,2019-04-29 17:30:56+00:00,-1
1446,hiding didn't serve my recovery || ==,2019-04-29 17:30:04+00:00,-1
1447,"i've had these tickets since october, but of course when it's the day of, my depression flares up and threatens to not let me go and just stay in bed instead. thanks a lot, mental health!",2019-04-29 17:28:33+00:00,-1
1448,oh there you are depression. you were away so i started moving things into your room. but settle in well make some space,2019-04-29 17:28:31+00:00,0
1449,"one of the worst unexpected parts of depression is knowing that there are things going on now that i know i'd normally be excited for and obsessed with, but i don't have the energy or drive",2019-04-29 17:24:42+00:00,-1
1450,you will be just fine. go get em. as i cards fan i am still in depression but have high high hope's for you,2019-04-29 17:24:23+00:00,0
1451,"until i got on twitter, and scrolled about full scrolls when the depression hit. then my mind was like wait wtf you woke up in a good mood, and my consciousness was like but why tho?! then i remembered my dream.",2019-04-29 17:23:30+00:00,1
1452,lately ive been pretty positive but today i am not. depression and anxiety seems to be the agenda,2019-04-29 17:23:27+00:00,1
1453,im so scared im goin to have post partum depression after having my daughter &amp; being all alone to deal with it,2019-04-29 17:22:13+00:00,-1
1454,im just gonna stay off twitter for like a week so i stop getting hit with the depression that i didnt go to ubbi dubbi,2019-04-29 17:21:42+00:00,-1
1455,"back to depression, i mean detroit i go",2019-04-29 17:21:34+00:00,-1
1456,"the nice thing about my depression and i realize its not like this for everyone, i have hope . idk why . no reason too . i just cannot stay in the * i wish i was dead* thoughts for very long . maybe its the prozac maybe its maybelline",2019-04-29 17:21:17+00:00,-1
1457,all i want is recognition that i'm doing something right. i feel like i'm failing all aspects of life. and no one to grab my hand and help me. god depression sucks...,2019-04-29 17:21:07+00:00,-1
1458,"it left me with ptsd, avpd and depression. instead of feeling sad or angry about what happened, i use my pain to help others. it's how i became a writer. in other words, i had to experience what i had to in order to discover my true potential",2019-04-29 17:20:22+00:00,-1
1459,a few people know that i battle with depression a few times a year. it comes in blocks and so far i have been able to muster through it. (mine has always been fairly light cases.) depression is serious though and if you know someone who is suffering from it but you don't know /,2019-04-29 17:20:09+00:00,-1
1460,fight me i will leave those cans cups and bottles as long as i please i dont care if i have to angle my camera away from them in all my snaps its not depression its decoration,2019-04-29 17:20:07+00:00,0
1461,"i took thors depression seriously, most people in my theater did but i realize to others it was funny",2019-04-29 17:18:35+00:00,1
1462,"okay, so now that the dramatic change has happened in my life. its time to find my happiness again. i have been overwhelmed with stress and depression and now its time to get outta that state. if you dont support me.. dont talk to me.",2019-04-29 17:17:30+00:00,-1
1463,"i am so sorry. coming from a person who feels like at any given time i may do this, know that it isn't your fault and he wasn't trying to hurt you. depression is so awful and hard to shake. it's hard to get through each day",2019-04-29 17:15:45+00:00,-1
1464,"if i didn't start playing undertale, i probably wouldn't have started back doing renders or gotten over the depression of people leaving me for something i don't want. (mental illness)",2019-04-29 17:15:07+00:00,-1
1465,"work and books motivate me. music, cooking, and long sleeps relive me from the depression and low feeling",2019-04-29 17:13:26+00:00,-1
1466,so about months ago i broke this arm. my dominant arm. around the same time i was dealing with some slight depression. i was drinking a lot and wasnt in the gym as often. it was around,2019-04-29 17:12:49+00:00,-1
1467,"really saved me with everyone else. it was a huge part of pulling me out of that depression and accepting that i was trans, especially horseshoe crab. i have a lot of memory loss from those years, but a lot of my strongest memories are of this album. it changed my lif",2019-04-29 17:12:41+00:00,1
1468,knock knock me : whos there? . . . . . . . . . . . . . . . . . . . . depressio,2019-04-29 17:12:32+00:00,0
1469,"hi watsonrhys5, thanks for following me! my purpose is to help those suffering from depression and anxiety! check out the day bliss challenge to get you on the right path to finding your bliss!",2019-04-29 17:12:17+00:00,1
1470,"lrt: i needed that though. it's been two years, and i still to this day worry about what that person tells people about me when it doesn't matter. i find myself with a lot less anxiety and depression in my life with them gone, so it is worth it to be rid of them",2019-04-29 17:12:10+00:00,-1
1471,feeling like i can't take much more...,2019-04-29 17:10:03+00:00,1
1472,therapy via skype for help overcoming anxiety disorders &amp; depression through online mindfulness therapy. contact me via email to learn more and to schedule a therapy session via skype. see:,2019-04-29 17:10:02+00:00,-1
1473,"depression is fun sometimes too lmao nah i tried to take out everything where alcohol is involved (sports games, movies, anywhere near water, arcade/entertainment places, linking up with friends at their place/bar/restaurant). not drinking while your out sucks i been there lo",2019-04-29 17:08:19+00:00,1
1474,"everyone else, and particularly horseshoe crab, helped me through one of the darkest periods of depression in my life. i was struggling with my gender identity, my life was falling apart, and i felt utterly disassociated from myself. this song connected to me like nothing else.",2019-04-29 17:08:00+00:00,-1
1475,idk if its depression season or what but im in the same boat as half of my feed and im feeling kinda down. cant pick myself up either ;-,2019-04-29 17:07:19+00:00,-1
1476,depression at its highest bc i missed out on ubbi dubbi,2019-04-29 17:06:05+00:00,-1
1477,"depression, anxiety, panic attacks are not signs of weakness. they are signs of trying to remain strong for far long. at my breaking point! happy rd birthday me myself &amp; i trust",2019-04-29 17:05:17+00:00,1
1478,id just like to know why fka twigs tickets are $300 is she gonna pole dance me out of my depression or something,2019-04-29 17:05:13+00:00,-1
1479,see an online therapist through skype. online mindfulness therapy. overcome anxiety &amp; depression without using medications. contact me to learn more. visit:,2019-04-29 17:05:02+00:00,-1
1480,listening to avenger's ost because i wanna cry in endgame depressio,2019-04-29 17:04:58+00:00,-1
1481,"lots of my mutuals are doing collages &amp; asking for people to send in photos, or editing the wings on to peoples pictures and i wish i could participate but im in this deep depression and i really dont like how i look right now :",2019-04-29 17:04:38+00:00,-1
1482,me after eating $50 worth of taco bell and curing my depression,2019-04-29 17:04:21+00:00,-1
1483,"as a woman who lives with major depression, someone telling me to just show ""my sunnier side"" so i be more attractive to men would throw salt on some pretty deep wounds. isorry these guys are in your dms",2019-04-29 17:04:20+00:00,1
1484,i got my first check and said fuck depressio,2019-04-29 17:03:03+00:00,-1
1485,my depression and anxiety cause me to act so ugly sometimes and i literally cannot stand to live this way anymore,2019-04-29 17:02:21+00:00,-1
1486,"having major post concert depression, but i seriously can't get over how amazing yesterday wa",2019-04-29 17:02:05+00:00,1
1487,what memories. as hott as ever !! thank you for the impact your music had on my life. brought me out of dark depression and it still brightens my days. much love. enjoy being a dad again soon,2019-04-29 17:01:48+00:00,1
1488,"im out my depression, life been going smoot",2019-04-29 17:01:24+00:00,-1
1489,started off on a great foot this morning until my depression slapped me right in the face. please reply with pictures of your dogs and quotes that resonate w/ you on bad day,2019-04-29 17:00:40+00:00,-1
1490,"i'm tired of feeling bad for myself, and waiting for my depression to just go away isn't helpin",2019-04-29 16:59:55+00:00,-1
1491,people who have mental breakdowns on twitter is hard to watch but i can't look away. just remember mania can be just as destructive as depression. bipolar disorder is tricky. sometimes it's easier to hurt yourself or others when you're high rather than low,2019-04-29 16:56:41+00:00,-1
1492,perspective | i was hospitalized for depression. faith helped me remember how to live.,2019-04-29 16:55:57+00:00,-1
1493,"brother, this is what i feel called to do in women's jails. i've been come against by the enemy with cancer, poverty and depression, but he that is in me is greater than he who is in the world",2019-04-29 16:55:55+00:00,-1
1494,i have depression.. and i think it's the weather's fault,2019-04-29 16:55:14+00:00,-1
1495,"/ assistance in feeding/clothing/educating/medical care for infants,treatment for postpartum depression, treatment for rape-induced ptsd &amp;we told no at every turn, it makes one wonder. but should my dad or fianc need viagra or lupron for prostrate cancer, it""absolutely!",2019-04-29 16:53:48+00:00,-1
1496,"right. trump doesn't have mental illness on the order of psychosis or depression, but a deeply seated narcissistic personality disorder, on the far edge of dysfunction i call narcissistic delusion; he sees himself as infallible, almost god-like. he is also dumb and dead inside",2019-04-29 16:52:49+00:00,-1
1497,we are all in a state of a process and i think what causes the most anxiety and depression in this generation is that we think that process is a bad thing. we are too focused on the product of ourselves rather than the progress that the process elicits,2019-04-29 16:50:34+00:00,-1
1498,"depression makes me feel worthless, insignificant and burdensome",2019-04-29 16:49:41+00:00,-1
1499,i'm mostly just paranoid bc attendance problems were the first symptom of my issues with depression/anxiety/social anxiety back in junior high and high school,2019-04-29 16:49:27+00:00,-1
1500,"history prof: alright lets continue our timeline of the great depression, much like my feelings from the episode last night lo",2019-04-29 16:47:51+00:00,1
1501,online therapist for new york city. online mindfulness therapy. overcome anxiety &amp; depression without using medications. contact me to learn more. visit :,2019-04-29 16:47:23+00:00,-1
1502,depression is tryna beat me up today but not happenin,2019-04-29 16:44:03+00:00,-1
1503,ive been battling depression for over a month now but today i got out of bed for the first time in a week and its rejuvenating,2019-04-29 16:43:46+00:00,-1
1504,"real growth consists of sucking out years of poison, self sabotage, resentment, depression. you name it. we are all the same human going through the same motions. different battles, same demons. you got this. if i can do it. so can you. dont be a product to your circumstance",2019-04-29 16:40:41+00:00,-1
1505,"good, i hate this building. everytime i walked in it i felt depression creeoing in",2019-04-29 16:37:00+00:00,-1
1506,i was going through some real depression for a while. i havent touched a camera in some years. lets see how this goes,2019-04-29 16:36:16+00:00,-1
1507,ima dip my balls in some thousand island dressing cuz i got depressio,2019-04-29 16:35:48+00:00,0
1508,"atlanta women be so awful lol...they all get treated like shit, etc....i don't want their depression to rub off on my fantastic life...that's why i stay away from em",2019-04-29 16:35:39+00:00,1
1509,aint givin seconds chances i aint no fool i marked my depression life been going smoot,2019-04-29 16:35:27+00:00,-1
1510,"exactly! all of our generations are different, with this one ive noticed the amount of depression in teens rising so of course some of them are going to do drugs. i do understand your point you dont need to go all mama bear on me",2019-04-29 16:32:28+00:00,-1
1511,"is my depression flaring up because of stress, birth control, or just because?",2019-04-29 16:30:19+00:00,-1
1512,maybe he does like me but my depression is tricking me into thinking he doesn,2019-04-29 16:30:01+00:00,-1
1513,a depression nap already? damb i only woke up like an hour ag,2019-04-29 16:29:57+00:00,-1
1514,on todays episode of: im not comfortable with mediocrity but my depression makes me neither motivated or willing to achieve maximum success :,2019-04-29 16:29:41+00:00,-1
1515,| omg one year ago tomorrow i contributed to my depression,2019-04-29 16:28:14+00:00,-1
1516,"ilooking forward to the next great depression too! i hate being able to afford things like ""food"" and ""healthcare"". who needs it anyways? :",2019-04-29 16:26:59+00:00,-1
1517,"a friend and i used to be on exactly the same bcp. but then it started messing with my depression, so i got an iud. it's still great for her, though, because it turns out we're different people with different bodies",2019-04-29 16:26:35+00:00,1
1518,he took something from my daughter she will never get back and has caused her to struggle with depression and anxiety.,2019-04-29 16:26:08+00:00,-1
1519,ohhh yeaaa ok i was about to go into deep depressio,2019-04-29 16:21:33+00:00,1
1520,"i don't think i've ever really known depression because i don't want to disrespect those who experience it. but there is a deep, re-occuring well of darkness that, honestly, is of my own making. and i do not like myself for it",2019-04-29 16:21:29+00:00,1
1521,me the depression episode trying to ride in after my weekend sickness. (we are recovering goddammit!!),2019-04-29 16:19:37+00:00,-1
1522,"malinda: are you pregnant ?? me: nooo, why do i look fat? malinda: no, you just have this glow to you. me: glow??? oh thats just depression &amp; being stressed out",2019-04-29 16:19:11+00:00,-1
1523,josh: i used to be me: *whipping* thats what depression does josh: that and cocaine. i havent found a more successful die,2019-04-29 16:18:13+00:00,-1
1524,i helped myself out of my depression and im thankful every single day for being able to find that fire in mysel,2019-04-29 16:17:33+00:00,-1
1525,depression entering my life again,2019-04-29 16:17:22+00:00,-1
1526,"people are asking me: will re prices fall? will people be selling? will lending get harder? i have to admit i'm perplexed we're going in the worst economic climate in us history, possibly much worst than the great depression unemployment in may will exceed peak level",2020-03-30 23:59:28+00:00,-1
1527,". would be pretty sick skajlkdjf i could have saved a lot of mental health if i was able to transition as a kid, i am now stuck with anxiety and depression and while im managing better, it was really really bad then lol. not bc i wasnt transitioned but it woulda helped",2020-03-30 23:59:27+00:00,-1
1528,not sure whats going to kill us first....covid-19 or boredom/depression/lack of release . i miss everything,2020-03-30 23:59:26+00:00,-1
1529,i hope you see me. i could use help for rent. my anxiety and depression is terrible because of worrying about paying it being that my husband cant work til this is ove,2020-03-30 23:59:20+00:00,-1
1530,one of my dads friend is suffering from depression so my dad put together a group chat with all his homies in it so they can all lift him up together everyday..... honestly we all need friends like tha,2020-03-30 23:59:17+00:00,1
1531,forgot matthew gray gubler is in days of summer and my depression is cure,2020-03-30 23:59:06+00:00,-1
1532,"depression has been a bitch the last week or so, it's just so hard to do anything. i've felt guilty for eating bc of my sibling",2020-03-30 23:59:00+00:00,-1
1533,im drinking beer...i very seldom drink beer. this pandemic and amazon have driven my depression off the ledge. im sa,2020-03-30 23:58:49+00:00,-1
1534,thanks just the extra scoop of depression i needed during the quarantine.,2020-03-30 23:58:43+00:00,0
1535,"hey there mutuals! i think i'm starting to shake this depression! mutuals only pls, drop your refs and i'm going to try and give you guys all sketches! they will probably be terrible lo",2020-03-30 23:58:10+00:00,-1
1536,i need to get out my house before depression comes back agai,2020-03-30 23:57:53+00:00,-1
1537,"this is what i said on my show friday. the u.s. may already be in a recession that could become a full-blown depression, with unemployment numbers not seen since the s. millions of businesses restaurants, stores, bars, nightclubs, gyms and more",2020-03-30 23:57:01+00:00,-1
1538,my depression is getting so bad right now. i can't help but to think that i may have to find a way to steal food. we just ate taco shells with some melted shredded cheese on them....for dinner. please pray for my family,2020-03-30 23:55:19+00:00,-1
1539,anyone have some kittens i can borrow for a few days to lower my depression levels?,2020-03-30 23:54:46+00:00,-1
1540,"this has caused me to become extremely depressed. i'm losing hope and no one outside of my immediate family is reaching out. i'm begging for prayers, comments, anything to keep me from falling victim to depression!",2020-03-30 23:53:55+00:00,-1
1541,the great depression was percent i think,2020-03-30 23:53:36+00:00,1
1542,hi depression i havent see you in a while,2020-03-30 23:52:04+00:00,-1
1543,"its times like these when i really miss my mom. she was such a matter of fact, tell it like it is, gal. her voice is in my head, saying things like, this too shall pass and ive been through worse, and you bought margarine? oh, jayne. even in the depression we had butter.",2020-03-30 23:51:29+00:00,-1
1544,once again depression wins. maybe one day ill beat this shit but i highly doubt it,2020-03-30 23:51:14+00:00,-1
1545,"yeah, i heard that too. it would make the great depression look like a bad weekend",2020-03-30 23:50:54+00:00,1
1546,"alright, time for me to take a depression nap",2020-03-30 23:50:26+00:00,-1
1547,"i relate. when going through a specific bout of depression, i felt this so much, still do. i resented those ""feel good"" inspirational quotes because they where complete bullshit. *sigh",2020-03-30 23:50:08+00:00,-1
1548,holy shit super mario sunshine and a new paper mario my depression is cured,2020-03-30 23:49:10+00:00,0
1549,"have been home for over two weeks already, and depression seems to be setting in, but i keep busy writing, submitting poetry to contests, practicing ukelele, weeding my tiny garden, playing with my two lovebirds and my cat estrellita, cooking, and cleaning.",2020-03-30 23:49:05+00:00,0
1550,"postpartum depression is terrible and how nerve wracking for your sister-in-law! i cant even imagine. thats a stressful situation by itself, let alone in the middle of a pandemic!",2020-03-30 23:48:36+00:00,-1
1551,my new therapist is so sweet. i felt a real connection with her. i'm hoping this will be the answer to my depression and anxiety issues. no fun not being yourself.,2020-03-30 23:48:32+00:00,-1
1552,"some good news during this time of whatever this is, is that the doctor at my treatment said my depression is down",2020-03-30 23:47:44+00:00,-1
1553,you can't keep falls park closed for the next month! so i'll walk around downtown? grocery stores are the most dangerous place i go! i thought you said trails through the park were open! just rope off grassey areas! this is going too far! this isn't right! we'll die of depressio,2020-03-30 23:47:44+00:00,-1
1554,i know well both be welcomed back w open arms once this is all over but ive never not worked!!! the finances are scary enough but what about my mental health? i think im more afraid of my depression than being broke,2020-03-30 23:47:35+00:00,-1
1555,depression kicking in but its my fault yal,2020-03-30 23:46:42+00:00,-1
1556,heavily annoyed. im ready for them to release us from coronas threshold. working from home gon flare up my depression.,2020-03-30 23:46:36+00:00,-1
1557,"i know, we're fighting depression here being stuck. my sister in law is getting induced tonight and terrifie",2020-03-30 23:46:35+00:00,-1
1558,"its a process called long term depression where there is a weakening of the net efficiency of a synapse due to repetitive unsuccessful firing of a pre-synaptic neuron on a post-synaptic one. so i think in a way, you are right",2020-03-30 23:45:39+00:00,-1
1559,when i said i was gonna party like the roaring s i didnt mean the great depression part,2020-03-30 23:44:51+00:00,-1
1560,"(3/?) -around in my dumb child brain for a while. it was until late did i decide to take lila and make him useful. after drawing the first few pages for regrettable rebellion i grew bored of it. maybe it was my depression, or maybe it was because i thought my art wasn't",2020-03-30 23:43:09+00:00,-1
1561,that last episode of full metal alchemist had me in a spiral of depression...i wanna go back to playing animal crossing!,2020-03-30 23:42:39+00:00,1
1562,you know whats been the most comforting for me during all this? im prone to isolating myself - it comes with depression - sharing a vehicle (hubs works from home)... so this isnt new... whats comforting is watching everyone else on the planet respond exactly as i have,2020-03-30 23:42:01+00:00,0
1563,lol. getting shamed by my mother for what little comfort food ive been eating just because i eat late at night which i mean...come on. depression munchies are definitely a thing,2020-03-30 23:41:49+00:00,-1
1564,i second this! people need to go read empress of forever &amp; then tweet me about it so we can delight over it &amp; alleviate each others end-of-good-book-depression.,2020-03-30 23:40:33+00:00,1
1565,"my grandma. raised in tx during the g depression, said people have no idea how bad it was. we had the lowest birth rate in the country. i interviewed women about how &amp;why they didnhave children. they just didnhave sex. they were afraid they couldnfeed their babies",2020-03-30 23:39:41+00:00,-1
1566,"for a lot of us it has become the great depression that some of our parents, grandparents went through, asking this question is kind of meaningless, i feel like im hear hoping to get a scrap of bread, when most of us need more than a loaf of bread",2020-03-30 23:38:23+00:00,1
1567,does cheating in animal crossing cure depression someone tell me ye,2020-03-30 23:37:37+00:00,-1
1568,"i was sitting here feeling sorry for myself for a moment and chatting with my mom, and it dawned on me i'm only and generations away from: wwi, spanish flu, great depression, dust bowl, world war ii, flu pandemic of , korea, &amp; vietnam. wilkins, survived them all..",2020-03-30 23:37:19+00:00,-1
1569,"joined and i see so many artists...makes me question, is creative writing really an ""art"" per say?? just having some self doubt and bad writerblock..",2020-03-30 23:37:06+00:00,-1
1570,sometimes in hard times we break over the small things. would it help if i mentioned that lavendar essential oil is good for depression? (among many other things.),2020-03-30 23:36:57+00:00,1
1571,"the other one i remember, i think a lady had a maintenance guy at her house and she either accidentally clapped him or he attacked her and she clapped him, but his sister ended up making his bones into pills that she lied and said were depression meds to give to the lad",2020-03-30 23:36:42+00:00,-1
1572,i hate depression. i hate feeling like everyone around me just wants me gone and i literally cant help it.,2020-03-30 23:36:08+00:00,-1
1573,depression because i dont know how were going to pay our ren,2020-03-30 23:35:50+00:00,-1
1574,my kids and i had a pretty good day today. somehow its making my depression worse now that they are in bed. this new routine is tough to navigate,2020-03-30 23:35:24+00:00,-1
1575,mr pulte to several friends of mine it feels like a severe depression,2020-03-30 23:35:14+00:00,-1
1576,"yep but it was probably because she said ""some predicting even a depression"". i bet that pissed trump off. has he defended her at all on twitter",2020-03-30 23:35:14+00:00,-1
1577,hell naw i probably wouldve died from depression,2020-03-30 23:34:19+00:00,-1
1578,can yall try to help pull me out of this deep depression and send me the studio version of out here?,2020-03-30 23:33:52+00:00,-1
1579,depression blows. in the shit is a good way to explain it. i call it in the hole,2020-03-30 23:33:40+00:00,1
